REGION,STORAGE,YEAR,VALUE
GLOBAL,LDSBTNXX01,2032,52694.444444444445
GLOBAL,LDSBTNXX01,2033,52694.444444444445
GLOBAL,LDSBTNXX01,2034,52694.444444444445
GLOBAL,LDSBTNXX01,2035,52694.444444444445
GLOBAL,LDSBTNXX01,2036,52694.444444444445
GLOBAL,LDSBTNXX01,2037,52694.444444444445
GLOBAL,LDSBTNXX01,2038,52694.444444444445
GLOBAL,LDSBTNXX01,2039,52694.444444444445
GLOBAL,LDSBTNXX01,2040,52694.444444444445
GLOBAL,LDSBTNXX01,2041,52694.444444444445
GLOBAL,LDSBTNXX01,2042,52694.444444444445
GLOBAL,LDSBTNXX01,2043,52694.444444444445
GLOBAL,LDSBTNXX01,2044,52694.444444444445
GLOBAL,LDSBTNXX01,2045,52694.444444444445
GLOBAL,LDSBTNXX01,2046,52694.444444444445
GLOBAL,LDSBTNXX01,2047,52694.444444444445
GLOBAL,LDSBTNXX01,2048,52694.444444444445
GLOBAL,LDSBTNXX01,2049,52694.444444444445
GLOBAL,LDSBTNXX01,2050,52694.444444444445
GLOBAL,LDSINDEA01,2021,52694.444444444445
GLOBAL,LDSINDEA01,2022,52694.444444444445
GLOBAL,LDSINDEA01,2023,52694.444444444445
GLOBAL,LDSINDEA01,2024,52694.444444444445
GLOBAL,LDSINDEA01,2025,52694.444444444445
GLOBAL,LDSINDEA01,2026,52694.444444444445
GLOBAL,LDSINDEA01,2027,52694.444444444445
GLOBAL,LDSINDEA01,2028,52694.444444444445
GLOBAL,LDSINDEA01,2029,52694.444444444445
GLOBAL,LDSINDEA01,2030,52694.444444444445
GLOBAL,LDSINDEA01,2031,52694.444444444445
GLOBAL,LDSINDEA01,2032,52694.444444444445
GLOBAL,LDSINDEA01,2033,52694.444444444445
GLOBAL,LDSINDEA01,2034,52694.444444444445
GLOBAL,LDSINDEA01,2035,52694.444444444445
GLOBAL,LDSINDEA01,2036,52694.444444444445
GLOBAL,LDSINDEA01,2037,52694.444444444445
GLOBAL,LDSINDEA01,2038,52694.444444444445
GLOBAL,LDSINDEA01,2039,52694.444444444445
GLOBAL,LDSINDEA01,2040,52694.444444444445
GLOBAL,LDSINDEA01,2041,52694.444444444445
GLOBAL,LDSINDEA01,2042,52694.444444444445
GLOBAL,LDSINDEA01,2043,52694.444444444445
GLOBAL,LDSINDEA01,2044,52694.444444444445
GLOBAL,LDSINDEA01,2045,52694.444444444445
GLOBAL,LDSINDEA01,2046,52694.444444444445
GLOBAL,LDSINDEA01,2047,52694.444444444445
GLOBAL,LDSINDEA01,2048,52694.444444444445
GLOBAL,LDSINDEA01,2049,52694.444444444445
GLOBAL,LDSINDEA01,2050,52694.444444444445
GLOBAL,LDSINDNE01,2021,47222.22222222223
GLOBAL,LDSINDNE01,2022,47222.22222222223
GLOBAL,LDSINDNE01,2023,47222.22222222223
GLOBAL,LDSINDNE01,2024,47222.22222222223
GLOBAL,LDSINDNE01,2025,47222.22222222223
GLOBAL,LDSINDNE01,2026,47222.22222222223
GLOBAL,LDSINDNE01,2027,47222.22222222223
GLOBAL,LDSINDNE01,2028,47222.22222222223
GLOBAL,LDSINDNE01,2029,47222.22222222223
GLOBAL,LDSINDNE01,2030,47222.22222222223
GLOBAL,LDSINDNE01,2031,47222.22222222223
GLOBAL,LDSINDNE01,2032,47222.22222222223
GLOBAL,LDSINDNE01,2033,47222.22222222223
GLOBAL,LDSINDNE01,2034,47222.22222222223
GLOBAL,LDSINDNE01,2035,47222.22222222223
GLOBAL,LDSINDNE01,2036,47222.22222222223
GLOBAL,LDSINDNE01,2037,47222.22222222223
GLOBAL,LDSINDNE01,2038,47222.22222222223
GLOBAL,LDSINDNE01,2039,47222.22222222223
GLOBAL,LDSINDNE01,2040,47222.22222222223
GLOBAL,LDSINDNE01,2041,47222.22222222223
GLOBAL,LDSINDNE01,2042,47222.22222222223
GLOBAL,LDSINDNE01,2043,47222.22222222223
GLOBAL,LDSINDNE01,2044,47222.22222222223
GLOBAL,LDSINDNE01,2045,47222.22222222223
GLOBAL,LDSINDNE01,2046,47222.22222222223
GLOBAL,LDSINDNE01,2047,47222.22222222223
GLOBAL,LDSINDNE01,2048,47222.22222222223
GLOBAL,LDSINDNE01,2049,47222.22222222223
GLOBAL,LDSINDNE01,2050,47222.22222222223
GLOBAL,LDSINDNO01,2021,52694.444444444445
GLOBAL,LDSINDNO01,2022,52694.444444444445
GLOBAL,LDSINDNO01,2023,52694.444444444445
GLOBAL,LDSINDNO01,2024,52694.444444444445
GLOBAL,LDSINDNO01,2025,52694.444444444445
GLOBAL,LDSINDNO01,2026,52694.444444444445
GLOBAL,LDSINDNO01,2027,52694.444444444445
GLOBAL,LDSINDNO01,2028,52694.444444444445
GLOBAL,LDSINDNO01,2029,52694.444444444445
GLOBAL,LDSINDNO01,2030,52694.444444444445
GLOBAL,LDSINDNO01,2031,52694.444444444445
GLOBAL,LDSINDNO01,2032,52694.444444444445
GLOBAL,LDSINDNO01,2033,52694.444444444445
GLOBAL,LDSINDNO01,2034,52694.444444444445
GLOBAL,LDSINDNO01,2035,52694.444444444445
GLOBAL,LDSINDNO01,2036,52694.444444444445
GLOBAL,LDSINDNO01,2037,52694.444444444445
GLOBAL,LDSINDNO01,2038,52694.444444444445
GLOBAL,LDSINDNO01,2039,52694.444444444445
GLOBAL,LDSINDNO01,2040,52694.444444444445
GLOBAL,LDSINDNO01,2041,52694.444444444445
GLOBAL,LDSINDNO01,2042,52694.444444444445
GLOBAL,LDSINDNO01,2043,52694.444444444445
GLOBAL,LDSINDNO01,2044,52694.444444444445
GLOBAL,LDSINDNO01,2045,52694.444444444445
GLOBAL,LDSINDNO01,2046,52694.444444444445
GLOBAL,LDSINDNO01,2047,52694.444444444445
GLOBAL,LDSINDNO01,2048,52694.444444444445
GLOBAL,LDSINDNO01,2049,52694.444444444445
GLOBAL,LDSINDNO01,2050,52694.444444444445
GLOBAL,LDSINDSO01,2021,52694.444444444445
GLOBAL,LDSINDSO01,2022,52694.444444444445
GLOBAL,LDSINDSO01,2023,52694.444444444445
GLOBAL,LDSINDSO01,2024,52694.444444444445
GLOBAL,LDSINDSO01,2025,52694.444444444445
GLOBAL,LDSINDSO01,2026,52694.444444444445
GLOBAL,LDSINDSO01,2027,52694.444444444445
GLOBAL,LDSINDSO01,2028,52694.444444444445
GLOBAL,LDSINDSO01,2029,52694.444444444445
GLOBAL,LDSINDSO01,2030,52694.444444444445
GLOBAL,LDSINDSO01,2031,52694.444444444445
GLOBAL,LDSINDSO01,2032,52694.444444444445
GLOBAL,LDSINDSO01,2033,52694.444444444445
GLOBAL,LDSINDSO01,2034,52694.444444444445
GLOBAL,LDSINDSO01,2035,52694.444444444445
GLOBAL,LDSINDSO01,2036,52694.444444444445
GLOBAL,LDSINDSO01,2037,52694.444444444445
GLOBAL,LDSINDSO01,2038,52694.444444444445
GLOBAL,LDSINDSO01,2039,52694.444444444445
GLOBAL,LDSINDSO01,2040,52694.444444444445
GLOBAL,LDSINDSO01,2041,52694.444444444445
GLOBAL,LDSINDSO01,2042,52694.444444444445
GLOBAL,LDSINDSO01,2043,52694.444444444445
GLOBAL,LDSINDSO01,2044,52694.444444444445
GLOBAL,LDSINDSO01,2045,52694.444444444445
GLOBAL,LDSINDSO01,2046,52694.444444444445
GLOBAL,LDSINDSO01,2047,52694.444444444445
GLOBAL,LDSINDSO01,2048,52694.444444444445
GLOBAL,LDSINDSO01,2049,52694.444444444445
GLOBAL,LDSINDSO01,2050,52694.444444444445
GLOBAL,LDSINDWE01,2021,52694.444444444445
GLOBAL,LDSINDWE01,2022,52694.444444444445
GLOBAL,LDSINDWE01,2023,52694.444444444445
GLOBAL,LDSINDWE01,2024,52694.444444444445
GLOBAL,LDSINDWE01,2025,52694.444444444445
GLOBAL,LDSINDWE01,2026,52694.444444444445
GLOBAL,LDSINDWE01,2027,52694.444444444445
GLOBAL,LDSINDWE01,2028,52694.444444444445
GLOBAL,LDSINDWE01,2029,52694.444444444445
GLOBAL,LDSINDWE01,2030,52694.444444444445
GLOBAL,LDSINDWE01,2031,52694.444444444445
GLOBAL,LDSINDWE01,2032,52694.444444444445
GLOBAL,LDSINDWE01,2033,52694.444444444445
GLOBAL,LDSINDWE01,2034,52694.444444444445
GLOBAL,LDSINDWE01,2035,52694.444444444445
GLOBAL,LDSINDWE01,2036,52694.444444444445
GLOBAL,LDSINDWE01,2037,52694.444444444445
GLOBAL,LDSINDWE01,2038,52694.444444444445
GLOBAL,LDSINDWE01,2039,52694.444444444445
GLOBAL,LDSINDWE01,2040,52694.444444444445
GLOBAL,LDSINDWE01,2041,52694.444444444445
GLOBAL,LDSINDWE01,2042,52694.444444444445
GLOBAL,LDSINDWE01,2043,52694.444444444445
GLOBAL,LDSINDWE01,2044,52694.444444444445
GLOBAL,LDSINDWE01,2045,52694.444444444445
GLOBAL,LDSINDWE01,2046,52694.444444444445
GLOBAL,LDSINDWE01,2047,52694.444444444445
GLOBAL,LDSINDWE01,2048,52694.444444444445
GLOBAL,LDSINDWE01,2049,52694.444444444445
GLOBAL,LDSINDWE01,2050,52694.444444444445
